file,kAngle,bAngle,larmAngle,rarmAngle,llegAngle,rlegAngle,legScore,armScore,kScore,bScore,oScore
men105kg_0001,86.57324794752056,3.971830197110259,165.88959439967357,171.0016842557544,160.96383339981622,168.27616610732298,6.92399995071392,7.689127865542798,9.542675205247944,8.014084901444871,8.636875854683106
